filename,eta,U,free_energy,kind,n_torons,separation,split
double_eta40_U0p00_sep60.png,40,0.0,9.146466472835827e-14,double,2,60.0,train
double_eta40_U2p00_sep50.png,40,2.0,4.059640628109643e-14,double,2,50.0,train
double_eta33_U1p00_sep50.png,33,1.0,1.171695808394272e-13,double,2,50.0,train
double_eta35_U1p00_sep30.png,35,1.0,1.035489517514433e-13,double,2,30.0,train
double_eta37_U2p00_sep50.png,37,2.0,5.451677443018357e-14,double,2,50.0,train
double_eta34_U3p50_sep50.png,34,3.5,-2.9362938208925054e-14,double,2,50.0,train
double_eta39_U1p50_sep55.png,39,1.5,6.701759106512382e-14,double,2,55.0,train
double_eta30_U0p50_sep70.png,30,0.5,1.5220026550663613e-13,double,2,70.0,train
double_eta38_U2p00_sep70.png,38,2.0,5.014444329531099e-14,double,2,70.0,train
double_eta34_U0p00_sep60.png,34,0.0,1.2311060265690048e-13,double,2,60.0,train
double_eta31_U0p00_sep45.png,31,0.0,1.4616494314538215e-13,double,2,45.0,train
double_eta30_U3p00_sep35.png,30,3.0,4.0411604663490425e-14,double,2,35.0,train
double_eta33_U1p50_sep40.png,33,1.5,1.0096664110926144e-13,double,2,40.0,train
double_eta33_U2p00_sep55.png,33,2.0,7.945841074114991e-14,double,2,55.0,train
double_eta35_U2p00_sep75.png,35,2.0,6.646058346068798e-14,double,2,75.0,train
double_eta35_U2p00_sep55.png,35,2.0,6.604549671553964e-14,double,2,55.0,train
double_eta30_U0p50_sep40.png,30,0.5,1.521343817543063e-13,double,2,40.0,train
double_eta32_U1p00_sep40.png,32,1.0,1.2470200545987122e-13,double,2,40.0,train
double_eta36_U1p00_sep60.png,36,1.0,9.79635482692814e-14,double,2,60.0,train
double_eta36_U3p00_sep45.png,36,3.0,-2.6753512970447836e-15,double,2,45.0,train
double_eta32_U3p00_sep45.png,32,3.0,2.422019526646254e-14,double,2,45.0,train
double_eta36_U1p50_sep40.png,36,1.5,8.165858516782633e-14,double,2,40.0,train
double_eta39_U3p50_sep60.png,39,3.5,-5.509344573761534e-14,double,2,60.0,train
double_eta34_U2p50_sep65.png,34,2.5,4.507607588053962e-14,double,2,65.0,train
double_eta34_U3p00_sep70.png,34,3.0,1.182620710378213e-14,double,2,70.0,train
double_eta36_U3p50_sep65.png,36,3.5,-3.967587897694217e-14,double,2,65.0,train
double_eta36_U2p50_sep65.png,36,2.5,3.2784694252395845e-14,double,2,65.0,train
double_eta32_U0p50_sep60.png,32,0.5,1.3451024884836574e-13,double,2,60.0,train
double_eta37_U1p50_sep35.png,37,1.5,7.60589200102187e-14,double,2,35.0,train
double_eta35_U1p00_sep55.png,35,1.0,1.0378725021051768e-13,double,2,55.0,train
double_eta32_U0p00_sep45.png,32,0.0,1.3775248445326756e-13,double,2,45.0,train
double_eta33_U0p00_sep70.png,33,0.0,1.3011140965188613e-13,double,2,70.0,train
double_eta40_U0p00_sep50.png,40,0.0,9.146474075046236e-14,double,2,50.0,train
double_eta39_U2p50_sep65.png,39,2.5,1.7741650774088735e-14,double,2,65.0,train
double_eta30_U3p50_sep50.png,30,3.5,2.7911361863787298e-15,double,2,50.0,train
double_eta31_U1p50_sep45.png,31,1.5,1.1718239619268957e-13,double,2,45.0,train
double_eta36_U0p50_sep30.png,36,0.5,1.075271182477587e-13,double,2,30.0,train
double_eta35_U3p50_sep45.png,35,3.5,-3.6685570795651037e-14,double,2,45.0,train
double_eta31_U1p00_sep50.png,31,1.0,1.3324875149100913e-13,double,2,50.0,train
double_eta31_U1p50_sep50.png,31,1.5,1.173551631831288e-13,double,2,50.0,train
double_eta34_U1p50_sep55.png,34,1.5,9.438196246357068e-14,double,2,55.0,train
double_eta31_U0p50_sep40.png,31,0.5,1.4286956899744666e-13,double,2,40.0,train
double_eta35_U3p50_sep75.png,35,3.5,-3.341859449326769e-14,double,2,75.0,train
double_eta31_U0p00_sep75.png,31,0.0,1.461642318708157e-13,double,2,75.0,train
double_eta34_U0p50_sep60.png,34,0.5,1.1984498072634855e-13,double,2,60.0,train
double_eta36_U1p00_sep30.png,36,1.0,9.765699434841708e-14,double,2,30.0,train
double_eta40_U0p00_sep65.png,40,0.0,9.144210530150773e-14,double,2,65.0,train
double_eta40_U1p00_sep65.png,40,1.0,7.86242917440667e-14,double,2,65.0,train
double_eta36_U2p50_sep50.png,36,2.5,3.1901901231233054e-14,double,2,50.0,train
double_eta36_U2p50_sep75.png,36,2.5,3.294817705376749e-14,double,2,75.0,train
double_eta31_U0p50_sep50.png,31,0.5,1.428982304974892e-13,double,2,50.0,train
double_eta30_U0p50_sep35.png,30,0.5,1.5211628926886527e-13,double,2,35.0,train
double_eta38_U2p00_sep40.png,38,2.0,4.89473650128601e-14,double,2,40.0,train
double_eta30_U2p00_sep45.png,30,2.0,1.0428412418089215e-13,double,2,45.0,train
double_eta30_U2p00_sep40.png,30,2.0,1.0401406686236812e-13,double,2,40.0,train
double_eta34_U0p00_sep75.png,34,0.0,1.230879251850029e-13,double,2,75.0,train
double_eta32_U0p00_sep65.png,32,0.0,1.3775178254955344e-13,double,2,65.0,train
double_eta40_U2p50_sep70.png,40,2.5,1.3602124269655196e-14,double,2,70.0,train
double_eta36_U2p00_sep70.png,36,2.0,6.057255274590772e-14,double,2,70.0,train
double_eta38_U1p00_sep65.png,38,1.0,8.75420012785952e-14,double,2,65.0,train
double_eta36_U3p50_sep75.png,36,3.5,-3.927334945270101e-14,double,2,75.0,train
double_eta32_U0p50_sep70.png,32,0.5,1.3452204229978576e-13,double,2,70.0,train
double_eta40_U1p50_sep65.png,40,1.5,6.290078764410722e-14,double,2,65.0,train
double_eta37_U1p00_sep50.png,37,1.0,9.243758236047403e-14,double,2,50.0,train
double_eta32_U0p50_sep65.png,32,0.5,1.3449506845766937e-13,double,2,65.0,train
double_eta37_U1p50_sep75.png,37,1.5,7.687328290418478e-14,double,2,75.0,train
double_eta40_U3p50_sep45.png,40,3.5,-6.17910290055536e-14,double,2,45.0,train
double_eta37_U2p00_sep60.png,37,2.0,5.494512195015665e-14,double,2,60.0,train
double_eta33_U0p50_sep65.png,33,0.5,1.2683123967289324e-13,double,2,65.0,train
double_eta37_U1p50_sep50.png,37,1.5,7.654338733319431e-14,double,2,50.0,train
double_eta34_U0p50_sep55.png,34,0.5,1.1981117688663403e-13,double,2,55.0,train
double_eta36_U3p00_sep40.png,36,3.0,-3.3588791458265338e-15,double,2,40.0,train
double_eta30_U0p50_sep55.png,30,0.5,1.5215443236811456e-13,double,2,55.0,train
double_eta30_U0p00_sep45.png,30,0.0,1.5542878072339198e-13,double,2,45.0,train
double_eta35_U2p00_sep40.png,35,2.0,6.52633211587289e-14,double,2,40.0,train
double_eta33_U0p50_sep60.png,33,0.5,1.2684642654193044e-13,double,2,60.0,train
double_eta40_U3p50_sep70.png,40,3.5,-5.859927981566942e-14,double,2,70.0,train
double_eta35_U2p50_sep65.png,35,2.5,3.8669285567842827e-14,double,2,65.0,train
double_eta34_U3p50_sep70.png,34,3.5,-2.7136641283408886e-14,double,2,70.0,train
double_eta32_U3p00_sep40.png,32,3.0,2.3539309922322297e-14,double,2,40.0,train
double_eta36_U0p00_sep60.png,36,0.0,1.1080718578042455e-13,double,2,60.0,train
double_eta35_U1p50_sep60.png,35,1.5,8.809346873301663e-14,double,2,60.0,train
double_eta35_U0p00_sep50.png,35,0.0,1.1669741833880896e-13,double,2,50.0,train
double_eta34_U0p00_sep50.png,34,0.0,1.2311068395895416e-13,double,2,50.0,train
double_eta36_U2p00_sep35.png,36,2.0,5.905369512721487e-14,double,2,35.0,train
double_eta30_U0p00_sep75.png,30,0.0,1.554280599464541e-13,double,2,75.0,train
double_eta33_U0p00_sep75.png,33,0.0,1.3008871254117805e-13,double,2,75.0,train
double_eta30_U1p00_sep40.png,30,1.0,1.4238240637870532e-13,double,2,40.0,train
double_eta34_U1p50_sep60.png,34,1.5,9.450824838385601e-14,double,2,60.0,train
double_eta32_U3p00_sep35.png,32,3.0,2.2777694869824064e-14,double,2,35.0,train
double_eta39_U2p00_sep30.png,39,2.0,4.3743449304468555e-14,double,2,30.0,train
double_eta39_U1p50_sep60.png,39,1.5,6.714344609338826e-14,double,2,60.0,train
double_eta40_U3p00_sep45.png,40,3.0,-2.1973700303841083e-14,double,2,45.0,train
double_eta36_U1p50_sep75.png,36,1.5,8.229825924675188e-14,double,2,75.0,train
double_eta34_U1p00_sep30.png,34,1.0,1.0996420524134317e-13,double,2,30.0,train
double_eta39_U0p50_sep45.png,39,0.5,9.242177743910238e-14,double,2,45.0,train
double_eta37_U3p00_sep60.png,37,3.0,-6.369789198681229e-15,double,2,60.0,train
double_eta32_U2p00_sep45.png,32,2.0,8.660879921133524e-14,double,2,45.0,train
double_eta32_U3p50_sep65.png,32,3.5,-1.2878101430283713e-14,double,2,65.0,train
double_eta31_U0p50_sep45.png,31,0.5,1.4285977369455686e-13,double,2,45.0,train
double_eta35_U3p00_sep70.png,35,3.0,5.431795828576954e-15,double,2,70.0,train
double_eta35_U1p00_sep50.png,35,1.0,1.0375274451074733e-13,double,2,50.0,train
double_eta37_U3p00_sep40.png,37,3.0,-8.768689279026337e-15,double,2,40.0,train
double_eta33_U2p00_sep50.png,33,2.0,7.924199897407086e-14,double,2,50.0,train
double_eta32_U1p00_sep50.png,32,1.0,1.2483435008220486e-13,double,2,50.0,train
double_eta38_U3p00_sep75.png,38,3.0,-1.07987833081957e-14,double,2,75.0,train
double_eta37_U3p50_sep30.png,37,3.5,-5.107954400750892e-14,double,2,30.0,train
double_eta31_U3p50_sep45.png,31,3.5,-7.359978053649708e-15,double,2,45.0,train
double_eta30_U3p50_sep55.png,30,3.5,3.576036167622393e-15,double,2,55.0,train
double_eta39_U2p00_sep55.png,39,2.0,4.510097034584474e-14,double,2,55.0,train
double_eta36_U3p00_sep35.png,36,3.0,-4.124204262264709e-15,double,2,35.0,train
double_eta33_U1p50_sep65.png,33,1.5,1.0155865990744686e-13,double,2,65.0,train
double_eta30_U3p00_sep70.png,30,3.0,4.40675828812293e-14,double,2,70.0,train
double_eta39_U3p00_sep50.png,39,3.0,-1.7017177552247375e-14,double,2,50.0,train
double_eta32_U1p00_sep70.png,32,1.0,1.2498492911424186e-13,double,2,70.0,train
double_eta33_U1p50_sep35.png,33,1.5,1.0079188637313341e-13,double,2,35.0,train
double_eta38_U0p50_sep45.png,38,0.5,9.70495568518648e-14,double,2,45.0,train
double_eta38_U3p00_sep60.png,38,3.0,-1.1361179145041617e-14,double,2,60.0,train
double_eta32_U3p50_sep60.png,32,3.5,-1.3320047282388107e-14,double,2,60.0,train
double_eta31_U0p00_sep70.png,31,0.0,1.4618696383430427e-13,double,2,70.0,train
double_eta40_U2p00_sep55.png,40,2.0,4.0812232968697665e-14,double,2,55.0,train
double_eta31_U1p50_sep65.png,31,1.5,1.1763852912220124e-13,double,2,65.0,train
double_eta31_U2p00_sep55.png,31,2.0,9.553269857309902e-14,double,2,55.0,train
double_eta39_U0p00_sep35.png,39,0.0,9.575284339173309e-14,double,2,35.0,train
double_eta33_U2p00_sep75.png,33,2.0,7.987573380404476e-14,double,2,75.0,train
double_eta32_U3p50_sep70.png,32,3.5,-1.256791410315062e-14,double,2,70.0,train
double_eta30_U0p00_sep30.png,30,0.0,1.555319272428949e-13,double,2,30.0,train
double_eta40_U3p50_sep30.png,40,3.5,-6.493950409373375e-14,double,2,30.0,train
double_eta35_U2p50_sep35.png,35,2.5,3.6360387694391905e-14,double,2,35.0,train
double_eta39_U2p00_sep60.png,39,2.0,4.531296863029918e-14,double,2,60.0,train
double_eta34_U3p50_sep55.png,34,3.5,-2.857162478833514e-14,double,2,55.0,train
double_eta36_U2p00_sep40.png,36,2.0,5.93736642423257e-14,double,2,40.0,train
double_eta31_U2p00_sep60.png,31,2.0,9.574486889944056e-14,double,2,60.0,train
double_eta33_U1p50_sep70.png,33,1.5,1.0162187510137308e-13,double,2,70.0,train
double_eta38_U3p00_sep65.png,38,3.0,-1.10595108304463e-14,double,2,65.0,train
double_eta31_U1p50_sep60.png,31,1.5,1.1759032763787955e-13,double,2,60.0,train
double_eta32_U3p00_sep70.png,32,3.0,2.644532719329646e-14,double,2,70.0,train
double_eta37_U2p50_sep45.png,37,2.5,2.6022168403983647e-14,double,2,45.0,train
double_eta40_U1p00_sep60.png,40,1.0,7.861696992513658e-14,double,2,60.0,train
double_eta36_U2p00_sep55.png,36,2.0,6.015568310082328e-14,double,2,55.0,train
double_eta40_U1p50_sep30.png,40,1.5,6.20349506925441e-14,double,2,30.0,train
double_eta33_U1p50_sep50.png,33,1.5,1.012758097106082e-13,double,2,50.0,train
double_eta33_U3p50_sep70.png,33,3.5,-2.0181009939904756e-14,double,2,70.0,train
double_eta37_U1p50_sep65.png,37,1.5,7.682503062141387e-14,double,2,65.0,train
double_eta31_U3p00_sep50.png,31,3.0,3.3283785426275825e-14,double,2,50.0,train
double_eta37_U3p00_sep55.png,37,3.0,-6.8546044629377036e-15,double,2,55.0,train
double_eta36_U3p00_sep75.png,36,3.0,-3.969723172885835e-16,double,2,75.0,train
double_eta39_U3p50_sep75.png,39,3.5,-5.4245254104878065e-14,double,2,75.0,train
double_eta37_U3p50_sep45.png,37,3.5,-4.793853117445202e-14,double,2,45.0,train
double_eta34_U2p00_sep75.png,34,2.0,7.287447227365393e-14,double,2,75.0,train
double_eta33_U1p00_sep70.png,33,1.0,1.1731984836434933e-13,double,2,70.0,train
double_eta40_U3p50_sep35.png,40,3.5,-6.385242347431221e-14,double,2,35.0,train
double_eta33_U3p00_sep65.png,33,3.0,1.858729939071767e-14,double,2,65.0,train
double_eta35_U1p00_sep45.png,35,1.0,1.0366495416356307e-13,double,2,45.0,train
double_eta33_U3p50_sep30.png,33,3.5,-2.6469248460907745e-14,double,2,30.0,train
double_eta34_U1p50_sep50.png,34,1.5,9.42734748671804e-14,double,2,50.0,train
double_eta30_U2p00_sep60.png,30,2.0,1.0500835473129373e-13,double,2,60.0,train
double_eta34_U1p00_sep75.png,34,1.0,1.1029837754764601e-13,double,2,75.0,train
double_eta34_U2p50_sep35.png,34,2.5,4.276823029476273e-14,double,2,35.0,train
double_eta37_U0p00_sep65.png,37,0.0,1.053617428954506e-13,double,2,65.0,train
double_eta33_U1p00_sep35.png,33,1.0,1.1696151803197755e-13,double,2,35.0,train
double_eta32_U1p50_sep55.png,32,1.5,1.0904925791066774e-13,double,2,55.0,train
double_eta40_U3p50_sep75.png,40,3.5,-5.851278213196225e-14,double,2,75.0,train
double_eta39_U0p50_sep50.png,39,0.5,9.245999032555167e-14,double,2,50.0,train
double_eta31_U1p00_sep65.png,31,1.0,1.3335935249694927e-13,double,2,65.0,train
double_eta30_U2p50_sep75.png,30,2.5,7.755180636898619e-14,double,2,75.0,train
double_eta38_U0p00_sep75.png,38,0.0,1.0035775106636404e-13,double,2,75.0,train
double_eta33_U1p00_sep45.png,33,1.0,1.1708164472702986e-13,double,2,45.0,train
double_eta31_U1p00_sep30.png,31,1.0,1.330479059384446e-13,double,2,30.0,train
double_eta35_U2p00_sep45.png,35,2.0,6.553371848553249e-14,double,2,45.0,train
double_eta37_U1p50_sep70.png,37,1.5,7.688716919088061e-14,double,2,70.0,train
double_eta39_U3p00_sep75.png,39,3.0,-1.5416687762816816e-14,double,2,75.0,train
double_eta37_U3p50_sep35.png,37,3.5,-4.9995337990356745e-14,double,2,35.0,train
double_eta32_U0p00_sep75.png,32,0.0,1.3775178245248467e-13,double,2,75.0,train
double_eta32_U0p50_sep75.png,32,0.5,1.3450029522531047e-13,double,2,75.0,train
double_eta33_U3p00_sep50.png,33,3.0,1.725295425750769e-14,double,2,50.0,train
